"ID_Auftrag"	"Kunde"	"Datum"	"Nr"	"Betrag"
2278	1240	"2008-08-08"	16329	"13.9"
2279	1241	"2008-08-08"	16322	"13.8"
2280	1242	"2008-08-11"	16347	"20.7"
2281	713	"2008-08-11"	16344	"10.95"
2282	1166	"2008-08-11"	16337	"25.8"
2283	251	"2008-08-11"	16335	"7.5"
2284	383	"2008-08-12"	16364	"10.95"
2285	1243	"2008-08-12"	16348	"13.9"
2286	204	"2008-08-12"	16353	"13.6"
2287	107	"2008-08-12"	16349	"10.95"
2288	1158	"2008-08-12"	16339	"65.9"
2289	1161	"2008-08-12"	16274	"22.85"
2290	1244	"2008-08-13"	16360	"38.8"
2291	1245	"2008-08-13"	16359	60
2292	508	"2008-08-13"	16356	"10.95"
2293	1246	"2008-08-13"	16354	"10.95"
2294	463	"2008-08-13"	16351	"19.5"
2295	1247	"2008-08-13"	16312	30
2296	1098	"2008-08-14"	16365	"10.95"
2297	1248	"2008-08-14"	16363	"46.55"
2298	1249	"2008-08-14"	16357	"10.95"
2299	210	"2008-08-14"	16342	"10.95"
2300	1250	"2008-08-14"	16336	"23.05"
2301	355	"2008-08-15"	16376	"10.95"
2302	680	"2008-08-15"	16373	"10.95"
2303	188	"2008-08-15"	16372	"24.75"
2304	44	"2008-08-15"	16370	"10.95"
2305	394	"2008-08-15"	16366	"13.45"
2306	147	"2008-08-15"	16362	"6.5"
2307	1251	"2008-08-15"	16361	"13.8"
2308	1252	"2008-08-18"	16374	"14.8"
2309	1253	"2008-08-18"	16369	6
2310	251	"2008-08-18"		"34.5"
2311	1254	"2008-08-20"	16388	4
2312	1255	"2008-08-20"	16381	5
2313	861	"2008-08-21"	16402	4
2314	622	"2008-08-21"	16389	"7.9"
2315	1097	"2008-08-21"	16384	"10.9"
2316	567	"2008-08-21"	16383	"4.8"
2317	335	"2008-08-21"	16382	10
2318	955	"2008-08-21"	16379	"31.4"
2319	1256	"2008-08-21"	16375	"20.3"
2320	86	"2008-08-21"	16371	"11.95"
2321	181	"2008-08-13"		"61.85"
2322	1245	"2008-08-22"	16367	"33.8"
2323	462	"2008-08-22"	16377	"10.95"
2324	16			
2325	55	"2008-08-22"	16380	"14.4"
2326	964	"2008-08-22"	16386	"23.9"
2327	428	"2008-08-22"	16387	"13.8"
2328	1228	"2008-08-22"	16391	"8.6"
2329	425	"2008-08-22"	16394	"10.95"
2330	683	"2008-08-25"	16358	25
2331	1108	"2008-08-25"	16368	"10.95"
2332	276	"2008-08-25"	16390	6
2333	355	"2008-08-26"		20
2334	908	"2008-08-26"	16324	"10.95"
2335	24	"2008-08-26"	16385	"6.9"
2336	590	"2008-08-26"	16405	"8.6"
2337	1257	"2008-08-26"	16406	"21.9"
2338	1258	"2008-08-27"	16393	"36.05"
2339	807	"2008-08-27"	16395	"18.9"
2340	648	"2008-08-27"	16400	"13.75"
2341	640	"2008-08-27"	16401	"14.4"
2342	1259	"2008-08-27"	16404	"32.85"
2343	537	"2008-08-27"	16407	"21.9"
2344	1260	"2008-08-27"	16408	"10.95"
2345	174	"2008-08-27"	16409	5
2346	1186	"2008-08-28"	16403	"10.95"
2347	1239	"2008-08-28"	16415	"12.9"
2348	1261	"2008-08-28"		"97.8"
2349	75	"2008-08-29"	16398	"10.95"
2350	1245	"2008-08-29"	16411	"29.6"
2351	1262	"2008-08-29"	16416	"43.35"
2352	239	"2008-08-29"	16417	"10.95"
2353	239	"2008-11-12"	16708	10
2354	340	"2008-08-29"	16418	"37.35"
2355	457	"2008-08-29"	16419	"10.95"
2356	2	"2008-08-29"	16423	"30.5"
2357	625	"2008-08-29"	16424	"34.85"
2358	1263	"2008-08-29"	16426	"10.95"
2359	629	"2008-08-29"	16428	"10.95"
2360	102	"2008-08-29"	16431	"10.95"
2361	1264	"2013-09-18"	22851	"21.85"
2362	640	"2008-08-29"	16444	"69.35"
2363	667	"2008-09-01"	16392	"12.95"
2364	447	"2008-09-01"	16397	"10.95"
2365	1248	"2008-09-01"	16410	"18.95"
2366	1108	"2008-09-01"	16412	4
2367	1265	"2008-09-01"	16434	10
2368	1266	"2008-09-01"	16421	"43.8"
2369	807	"2008-09-02"	16430	32
2370	432	"2008-09-02"	16432	"19.2"
2371	520	"2008-09-02"	16436	"36.45"
2372	282	"2008-09-02"	16439	"10.95"
2373	1267	"2008-09-03"	16422	"8.5"
2374	901	"2008-09-03"	16433	"32.85"
2375	5	"2008-09-03"	16437	"10.95"
2376	736	"2008-09-03"	16440	"10.95"
2377	1268	"2008-09-04"	16399	"10.95"
2378	737	"2008-09-04"	16420	"11.6"
2379	1238	"2008-09-04"	16441	"10.95"
2380	1258	"2008-09-05"	16438	"35.95"
2381	1269	"2008-09-05"	16443	"24.8"
2382	473	"2008-09-05"	16445	"13.5"
2383	181	"2008-09-05"	16446	"12.8"
2384	1270	"2008-09-05"	16447	"14.5"
2385	914	"2008-09-05"	16448	"10.95"
2386	481	"2008-09-05"	16449	"8.65"
2387	1271	"2008-09-05"	16451	"40.6"
2388	1265	"2008-09-05"	16452	"12.95"
2389	1244	"2008-09-05"	16455	"14.8"
2390	1013	"2008-09-05"	16456	"8.6"
2391	1176	"2008-09-05"	16460	"10.95"
2392	1272	"2008-09-05"	16461	"35.7"
2393	315	"2008-09-05"	16463	"11.5"
2394	12	"2008-09-05"	16472	"14.4"
2395	1273	"2008-09-05"	16473	10
2396	682	"2008-09-05"	16453	"27.75"
2397	1274	"2008-09-08"	16471	15
2398	711	"2008-09-09"	16429	"12.95"
2399	735	"2008-09-09"	16457	39
2400	807	"2008-09-09"	16458	32
2401	134	"2008-09-09"	16464	34
2402	464	"2008-09-09"	16466	"13.95"
2403	146	"2008-09-10"	16467	"10.95"
2404	304	"2008-09-10"	16468	"21.9"
2405	893	"2008-09-10"	16470	"10.95"
2406	1275	"2008-09-10"	16474	"10.95"
2407	1058	"2008-09-10"	16476	"14.5"
2408	1276	"2008-09-11"		150
2409	1134	"2008-09-10"	16465	10
2410	442	"2008-09-10"	16469	"7.5"
2411	442	"2008-09-10"	16482	8
2412	434	"2008-09-11"	16450	"12.7"
2413	1277	"2008-09-11"	16459	"13.8"
2414	315	"2008-09-11"	16478	"10.95"
2415	1278	"2008-09-11"	16479	22
2416	1279	"2008-09-11"	16481	"28.8"
2417	55	"2008-09-11"	16483	"24.9"
2418	1258	"2008-09-12"	16480	"9.8"
2419	1280	"2008-09-11"	16484	9
2420	223	"2008-09-12"	16485	"17.2"
2421	991	"2008-09-12"	16487	"10.95"
2422	1035	"2008-09-12"	16488	"13.9"
2423	1281	"2008-09-12"	16491	"10.95"
2424	223	"2008-09-12"	16493	7
2425	1121	"2008-09-12"	16477	"18.75"
2426	1282	"2008-09-15"	16492	"21.9"
2427	148	"2008-09-16"	16486	"8.9"
2428	1283	"2008-09-16"	16489	"19.9"
2429	212	"2008-09-16"	16494	"28.4"
2430	998	"2008-09-16"	16495	"13.95"
2431	1284	"2008-09-16"	16497	"13.9"
2432	33	"2008-09-16"	16502	"25.8"
2433	382	"2008-09-16"	16508	"14.8"
2434	1285	"2014-09-05"	23953	6
2435	27	"2008-09-17"	16499	10
2436	2	"2008-09-17"	16500	7
2437	1286	"2008-09-17"	16501	"13.95"
2438	159	"2008-09-17"	16503	"10.95"
2439	1287	"2015-10-09"	25124	"6.3"
2440	1288	"2008-09-18"	16490	"14.8"
2441	315	"2008-09-18"	16498	"11.95"
2442	807	"2008-09-18"	16506	"13.7"
2443	924	"2008-09-18"	16513	"10.5"
2444	684	"2008-09-18"	16525	"10.95"
2445	302	"2008-09-19"	16496	"10.95"
2446	58	"2008-09-19"	16504	"10.95"
2447	484	"2008-09-19"	16507	"15.8"
2448	671	"2008-09-19"	16509	5
2449	813	"2008-09-19"	16510	"25.05"
2450	1289	"2008-09-19"	16512	"34.8"
2451	8	"2008-09-19"	16515	"14.5"
2452	89	"2008-09-19"	16516	"23.7"
2453	356	"2008-09-19"	16517	"21.9"
2454	1243	"2008-09-19"	16519	"14.5"
2455	1290	"2008-09-19"	16521	"9.25"
2456	1291	"2008-09-19"	16522	"18.8"
2457	1292	"2008-09-19"	16527	"10.95"
2458	430	"2008-09-22"	16514	"11.95"
2459	141	"2008-09-22"	16523	6
2460	190	"2008-09-23"	16427	"108.8"
2461	1258	"2008-09-23"	16505	"14.8"
2462	1293	"2008-09-23"	16524	"15.5"
2463	9	"2008-09-23"	16533	5
2464	1196	"2008-09-24"	16528	8
2465	1005	"2008-09-24"	16529	13
2466	1005	"2008-09-25"	16542	"18.15"
2467	1294	"2008-09-25"	16534	"77.4"
2468	1218	"2008-09-25"	16530	9
2469	6	"2008-09-25"	16535	"19.15"
2470	1064	"2008-09-25"	16536	9
2471	1295	"2008-09-25"	16541	"32.85"
2472	1296	"2008-09-25"	16549	"10.95"
2473	1297	"2008-09-26"	16531	"10.95"
2474	1298	"2008-09-26"	16532	"19.95"
2475	55	"2008-09-25"	16538	"10.95"
2476	379	"2008-09-26"	16539	"10.95"
2477	1299	"2008-09-26"	16540	"29.45"
2478	125	"2008-09-26"	16543	22
2479	275	"2008-09-26"	16544	"24.55"
2480	1007	"2008-09-26"	16545	5
2481	1300	"2008-09-26"	16546	"13.8"
2482	453	"2008-09-26"	16547	5
2483	1226	"2008-09-26"	16558	"10.95"
2484	1301	"2008-09-26"	16564	"10.95"
2485	508	"2008-09-29"	16511	"21.6"
2486	1302	"2008-09-26"	16562	"11.5"
2487	414	"2008-09-30"	16462	30
2488	1303	"2008-09-30"	16518	11
2489	1304	"2008-09-30"	16520	22
2490	605	"2008-09-30"	16526	"19.9"
2491	659	"2008-09-30"	16550	"18.7"
2492	1305	"2008-09-30"	16551	"10.95"
2493	1280	"2008-09-30"	16552	5
2494	1306	"2008-09-30"	16557	10
2495	559	"2008-09-30"		"63.5"
2496	1307	"2008-10-01"	16555	"10.95"
2497	1308	"2008-10-01"	16559	"10.35"
2498	1309	"2008-10-02"	16554	"23.85"
2499	1227	"2008-10-02"	16556	"19.8"
2500	1310	"2008-10-02"	16560	"27.85"
2501	1294	"2008-10-02"	16561	"21.9"
2502	60	"2008-10-02"	16536	11
2503	17	"2008-10-02"	16565	"68.65"
2504	147	"2008-10-02"	16567	5
2505	1191	"2008-10-02"	16568	"26.55"
2506	963	"2008-10-02"	16570	"8.6"
2507	1066	"2008-10-02"	16571	"10.95"
2508	1311	"2008-10-02"	16573	"10.95"
2509	1312	"2008-11-03"		"44.95"
2510	1209	"2008-10-01"	16553	"15.8"
2511	209	"2008-10-02"	16574	"13.8"
2512	1308	"2008-10-02"	16577	"10.95"
2513	1313	"2008-10-06"	16396	"15.5"
2514	1308	"2008-10-06"	16583	"10.95"
2515	313	"2008-10-06"	16588	"10.35"
2516	1063	"2008-10-07"	16165	5
2517	1085	"2008-10-07"	16576	"13.75"
2518	1269	"2008-10-07"	16578	"19.6"
2519	1314	"2008-10-07"	16579	"9.6"
2520	590	"2008-10-07"	16580	"6.5"
2521	1315	"2008-10-07"	16582	4
2522	1316	"2008-10-07"	16587	2
2523	340	"2008-10-08"	16572	"10.95"
2524	241	"2008-10-08"	16575	"8.6"
2525	279	"2008-10-08"	16585	"63.25"
2526	24	"2008-10-08"	16596	"10.95"
2527	1317	"2008-10-14"	16566	"16.5"
2528	1308	"2008-10-09"	16586	"10.95"
2529	868	"2008-10-09"	16589	"10.95"
2530	236	"2008-10-09"	16590	"10.95"
2531	522	"2008-10-09"	16594	"18.65"
2532	520	"2008-10-09"	16595	"36.35"
2533	432	"2008-10-09"	16598	"11.95"
2534	723	"2008-10-09"	16599	"8.6"
2535	2	"2008-10-09"	16600	"8.6"
2536	12	"2008-11-07"	16601	"12.95"
2537	702	"2008-10-09"	16603	"10.95"
2538	870	"2008-01-09"	16606	"10.95"
2539	1057	"2008-10-09"	16611	"10.95"
2540	346	"2008-10-14"	16592	"10.95"
2541	358	"2008-10-15"	16604	"9.95"
2542	809	"2008-10-15"	16605	"10.95"
2543	1210	"2008-10-15"	16609	"18.85"
2544	1308	"2008-10-15"	16610	"11.5"
2545	1318	"2008-10-15"	16612	6
2546	809	"2008-10-16"	16620	"10.95"
2547	537	"2008-10-09"		"59.95"
2548	1064	"2008-10-16"	16591	"46.7"
2549	1319	"2008-10-16"	16613	6
2550	1129	"2008-10-16"	16619	"10.95"
2551	1063	"2008-10-17"	16602	"12.5"
2552	210	"2008-10-17"	16607	"9.95"
2553	1050	"2008-10-17"	16614	"13.8"
2554	1320	"2008-10-17"	16615	"13.95"
2555	32	"2008-10-17"	16616	46
2556	1321	"2008-10-17"	16617	7
2557	1322	"2008-10-17"	16618	15
2558	1323	"2008-10-17"	16621	"13.8"
2559	1324	"2008-10-17"	16622	"20.45"
2560	1325	"2008-10-17"	16628	"10.95"
2561	893	"2008-10-17"	16634	"26.7"
2562	823	"2008-10-17"		"86.5"
2563	358	"2008-10-20"	16627	"17.95"
2564	1326	"2008-10-20"	16629	"14.95"
2565	1327	"2008-10-21"	16632	"21.9"
2566	93	"2008-10-21"	16624	"13.75"
2567	493	"2008-10-21"	16626	"65.75"
2568	823	"2008-10-22"	16630	"10.95"
2569	647	"2008-10-22"	16633	"9.8"
2570	146	"2008-10-22"	16639	"12.95"
2571	1328	"2013-02-25"	22199	"10.95"
2572	3	"2008-10-23"	16623	"20.95"
2573	1203	"2008-10-23"	16631	"10.95"
2574	990	"2008-10-23"	16635	"13.95"
2575	35	"2008-10-23"	16644	"17.85"
2576	280	"2008-10-23"	16646	"27.9"
2577	313	"2008-10-23"	16651	"10.95"
2578	1308	"2008-10-24"	16640	"25.7"
2579	440	"2008-10-14"	16641	"16.95"
2580	1213	"2008-10-24"	16642	"12.95"
2581	1168	"2008-10-14"	16643	"4.5"
2582	1329	"2008-10-24"	16647	"13.75"
2583	33	"2008-10-24"	16648	"19.9"
2584	522	"2008-10-24"	16649	"8.5"
2585	335	"2008-10-24"	16650	"7.5"
2586	1018	"2008-10-28"	16658	9
2587	104	"2008-10-27"	16638	"10.95"
2588	930	"2008-10-27"	16653	"14.95"
2589	957	"2008-10-28"	16655	"22.9"
2590	927	"2008-10-28"	16660	"12.95"
2591	403	"2008-10-29"	16593	"10.95"
2592	1330	"2008-10-29"	16597	"142.2"
2593	1331	"2008-10-29"	16659	"5.5"
2594	33	"2008-10-29"	16663	"15.5"
2595	965	"2008-10-29"	16665	"11.95"
2596	1198	"2008-10-30"	16454	5
2597	1117	"2008-10-30"	16637	9
2598	582	"2008-10-30"	16654	"38.1"
2599	1199	"2008-10-30"	16664	"15.8"
2600	173	"2008-10-30"	16666	"17.9"
2601	64	"2008-10-30"	16668	9
2602	702	"2008-10-30"	16671	"10.95"
2603	526	"2008-10-30"	16675	"10.95"
2604	703	"2008-10-30"		"59.9"
2605	44	"2008-11-03"	16657	"17.8"
2606	1283	"2008-11-03"	16669	"14.5"
2607	1332	"2008-11-04"	16645	"23.3"
2608	376	"2008-11-04"	16667	"15.5"
2609	602	"2008-11-04"	16670	"9.8"
2610	233	"2008-11-04"	16687	"13.8"
2611	1308	"2008-11-05"	16662	"38.55"
2612	976	"2008-11-05"	16672	"10.95"
2613	1333	"2008-11-05"	16673	"28.45"
2614	24	"2008-11-05"	16674	"7.5"
2615	1334	"2008-11-05"	16677	"21.9"
2616	64	"2008-11-05"	16683	"18.65"
2617	826	"2008-11-05"	16684	"21.9"
2618	17	"2008-11-06"	16678	"41.3"
2619	1335	"2008-11-06"	16693	"16.85"
2620	700	"2008-11-06"	16680	"39.8"
2621	720	"2008-11-06"	16685	"10.95"
2622	118	"2008-11-06"	16695	30
2623	1336	"2008-11-07"	16681	128
2624	939	"2008-11-07"	16686	"11.5"
2625	1337	"2008-11-07"	16688	"10.95"
2626	1309	"2008-11-07"	16689	"19.9"
2627	522	"2008-11-07"	16692	"13.65"
2628	751	"2008-11-06"	16679	"23.8"
2629	226	"2008-11-07"	16700	"10.95"
2630	173	"2008-11-10"	16716	"3.9"
2631	1198	"2008-11-10"	16682	7
2632	1338	"2008-11-11"	16696	"50.85"
2633	27	"2008-11-11"	16698	"19.8"
2634	27	"2008-11-11"		"59.7"
2635	516	"2008-11-11"	16699	"14.8"
2636	1175	"2008-11-11"	16703	"11.5"
2637	1339	"2008-11-12"	16701	"15.8"
2638	1308	"2008-11-12"	16702	"27.9"
2639	62	"2008-11-12"	16704	10
2640	876	"2008-11-12"	16705	"33.75"
2641	1240	"2008-11-12"	16709	"10.95"
2642	1340	"2008-11-12"	16710	"10.95"
2643	615	"2008-11-12"	16711	"10.95"
2644	1341	"2008-11-13"	16584	"14.5"
2645	1333	"2008-11-13"		"59.95"
2646	1342	"2008-11-13"	16706	"22.8"
2647	1041	"2008-11-13"	16707	"8.9"
2648	522	"2008-11-13"	16713	"11.95"
2649	1343	"2008-11-13"	16714	"63.35"
2650	1201	"2008-11-14"	16636	"99.4"
2651	992	"2008-11-14"	16694	5
2652	1080	"2008-11-14"	16712	"42.5"
2653	952	"2008-11-14"	16715	20
2654	12	"2008-11-14"	16717	"14.9"
2655	1344	"2008-11-14"	16724	"21.9"
2656	1345	"2008-11-14"	16730	6
2657	1346	"2008-11-14"	16732	"10.95"
2658	1067	"2008-11-14"	16734	"11.5"
2659	1347	"2008-11-17"	16697	"19.15"
2660	1198	"2008-11-17"	16718	"42.6"
2661	1348	"2008-11-17"	16720	"21.2"
2662	500	"2008-11-17"	16721	"22.8"
2663	1349	"2008-11-17"	16727	"12.5"
2664	131	"2008-11-18"	16722	18
2665	299	"2008-11-18"	16725	"10.95"
2666	923	"2008-11-18"	16726	"11.5"
2667	181	"2008-11-18"	16735	12
2668	463	"2008-11-18"	16736	"10.95"
2669	1350	"2008-11-18"	16743	3
2670	1204	"2008-11-20"	16728	"67.7"
2671	1333	"2008-11-20"	16731	"14.9"
2672	1351	"2008-11-20"	16738	"22.25"
2673	166	"2008-11-20"	16740	"24.3"
2674	894	"2008-11-20"	16741	"10.9"
2675	1352	"2008-11-21"	16723	9
2676	1353	"2008-11-21"	16737	"21.9"
2677	522	"2008-11-23"	16739	"7.5"
2678	1354	"2008-11-21"	16742	"14.85"
2679	1032	"2008-11-21"	16744	"15.8"
2680	1355	"2008-11-21"	16746	"16.5"
2681	1356	"2008-11-21"	16747	"33.9"
2682	659	"2008-11-21"	16748	"27.95"
2683	1357	"2008-11-21"	16750	"19.95"
2684	55	"2008-11-21"	16751	"10.95"
2685	283	"2008-11-21"	16753	"10.95"
2686	1358	"2008-11-21"	16767	"23.85"
2687	394	"2008-11-24"	16745	"21.9"
2688	1349	"2008-11-24"	16755	"10.95"
2689	1359	"2008-11-24"	16764	"13.8"
2690	1360	"2008-11-25"	16733	"12.5"
2691	227	"2008-11-25"	16749	"56.75"
2692	1361	"2008-11-25"	16754	"14.4"
2693	303	"2008-11-25"	16761	"41.8"
2694	21	"2008-11-26"	16729	"10.6"
2695	92	"2008-11-26"	16752	"11.6"
2696	797	"2008-11-26"	16756	"10.95"
2697	886	"2008-11-26"	16757	"10.95"
2698	131	"2008-11-26"	16758	"15.95"
2699	211	"2008-11-26"	16760	"11.5"
2700	2	"2008-11-26"	16763	"10.95"
2701	1058	"2008-11-27"	16656	"158.8"
2702	675	"2008-11-27"	16762	"12.5"
2703	318	"2008-11-27"	16765	"10.95"
2704	1362	"2008-11-27"	16769	"22.8"
2705	1363	"2008-11-27"	16771	"12.95"
2706	105	"2008-11-27"	16773	"26.7"
2707	590	"2008-11-28"	16759	"10.9"
2708	894	"2008-11-28"	16766	"19.95"
2709	1364	"2008-11-28"	16768	"32.85"
2710	388	"2008-11-28"	16772	"10.95"
2711	473	"2008-11-28"	16774	"12.95"
2712	1365	"2008-11-28"	16775	"21.9"
2713	1366	"2008-11-28"	16776	12
2714	468	"2008-11-28"	16779	"24.9"
2715	1367	"2008-11-28"	16789	"10.95"
2716	583	"2008-12-04"		"69.95"
2717	587	"2008-12-01"	16777	"36.2"
2718	193	"2008-12-01"	16782	"22.05"
2719	1350	"2008-12-01"	16785	"10.95"
2720	2	"2008-12-02"	16783	"28.6"
2721	844	"2008-12-02"	16787	"41.55"
2722	8	"2008-12-02"	16790	"20.45"
2723	442	"2008-12-03"	16786	"10.95"
2724	436	"2008-12-03"	16792	"10.95"
2725	1137	"2008-12-03"	16795	"10.95"
2726	462	"2008-12-03"	16797	"46.35"
2727	1041	"2008-12-04"	16793	"8.6"
2728	861	"2008-12-04"	16819	"7.5"
2729	357	"2008-12-05"	16798	"12.5"
2730	869	"2008-12-05"	16801	"10.95"
2731	274	"2008-12-05"	16803	"13.95"
2732	210	"2008-12-05"	16807	"8.6"
2733	861	"2008-12-05"	16808	"10.95"
2734	372	"2008-12-05"	16811	"21.95"
2735	1368	"2008-12-05"	16812	"23.2"
2736	1369	"2008-12-08"	16770	"23.95"
2737	1258	"2008-12-08"	16796	"44.4"
2738	1219	"2008-12-08"	16800	"23.8"
2739	3	"2008-12-08"	16806	6
2740	153	"2008-12-08"	16809	"8.6"
2741	619	"2008-12-08"	16813	"21.9"
2742	1370	"2008-12-08"	16814	"8.6"
2743	1371	"2008-12-08"	16827	5
2744	321	"2008-12-09"	16778	"21.8"
2745	715	"2008-12-09"	16780	"27.15"
2746	647	"2008-12-30"		50
2747	727	"2008-12-09"	16805	"21.8"
2748	1218	"2008-12-09"	16810	"10.95"
2749	2	"2008-12-09"	16815	"28.1"
2750	320	"2008-12-09"	16825	"10.95"
2751	141	"2008-12-10"	16816	"13.8"
2752	537	"2008-12-10"	16817	"21.9"
2753	266	"2008-12-10"	16818	"19.95"
2754	394	"2008-12-10"	16821	"10.95"
2755	1372	"2008-12-10"	16838	"3.5"
2756	93	"2008-12-11"	16799	"10.9"
2757	1373	"2015-09-02"	25088	"11.95"
2758	738	"2008-12-11"	16824	5
2759	1020	"2008-12-11"	16831	"12.95"
2760	1245	"2008-12-11"	16835	"23.9"
2761	1374	"2008-12-11"	16836	"10.95"
2762	326	"2008-12-11"	16839	5
2763	617	"2008-12-12"	16826	"21.95"
2764	948	"2008-12-12"	16829	"16.75"
2765	549	"2008-12-12"	16830	"22.95"
2766	1375	"2008-12-12"	16832	"23.8"
2767	313	"2008-12-12"	16833	"14.85"
2768	1216	"2008-12-12"	16837	"6.5"
2769	1376	"2008-12-12"	16840	8
2770	425	"2008-12-12"	16844	"15.5"
2771	1377	"2008-12-15"	16823	"15.7"
2772	321	"2008-12-15"	16841	"10.95"
2773	1322	"2008-12-15"	16846	"23.7"
2774	1378	"2008-12-15"	16854	"24.4"
2775	582	"2008-12-15"	16867	"4.95"
2776	1379	"2008-12-16"	16842	"16.1"
2777	819	"2008-12-16"	16843	"10.95"
2778	1380	"2008-12-16"	16847	"10.95"
2779	1381	"2008-12-16"	16848	"23.8"
2780	1144	"2008-12-16"	16849	16
2781	950	"2008-12-16"	16850	"21.9"
2782	1382	"2008-12-16"	16852	"10.95"
2783	1245	"2008-12-16"	16863	"17.45"
2784	882	"2008-12-17"	16822	"22.45"
2785	1383	"2008-12-17"	16834	"18.05"
2786	1342	"2008-12-17"	16851	"29.8"
2787	363	"2008-12-17"	16855	"21.9"
2788	52	"2008-12-17"	16856	"10.95"
2789	1384	"2008-12-17"	16860	"10.95"
2790	1385	"2008-12-18"	16857	"11.95"
2791	185	"2008-12-18"	16858	"13.8"
2792	1386	"2008-12-18"	16859	"9.95"
2793	1101	"2008-12-18"	16861	15
2794	373	"2008-12-18"	16865	"13.95"
2795	1387	"2008-12-18"	16866	"10.95"
2796	358	"2008-12-19"	16781	5
2797	1388	"2008-12-19"	16862	"29.4"
2798	807	"2008-12-19"	16864	"26.8"
2799	684	"2008-12-19"	16869	"11.95"
2800	1196	"2008-12-19"	16873	"14.5"
2801	299	"2008-12-19"	16877	"10.95"
2802	604	"2008-12-22"	16868	"21.9"
2803	859	"2008-12-22"	16870	"11.6"
2804	464	"2008-12-22"	16871	"10.95"
2805	1389	"2008-12-22"	16872	"10.95"
2806	826	"2008-12-23"	16828	"10.95"
2807	314	"2008-12-22"	16875	5
2808	363	"2008-12-23"		30
2809	373	"2008-12-23"		"69.95"
2810	820	"2008-12-23"	16876	"14.8"
2811	1390	"2008-12-23"	16878	"10.95"
2812	157	"2008-12-23"	16879	5
2813	702	"2008-12-23"	16882	"10.95"
2814	675	"2008-12-23"	16883	"21.9"
2815	678	"2008-12-23"	16884	"21.9"
2816	1391	"2008-12-23"	16885	"8.5"
2817	1392	"2008-12-23"	16886	"10.95"
2818	1133	"2008-12-23"	16887	"7.5"
2819	1393	"2008-12-23"	16888	"22.85"
2820	1022	"2008-12-29"	16890	"26.6"
2821	1394	"2008-12-30"	16881	"23.9"
2822	442	"2008-12-30"	16889	"34.35"
2823	1120	"2008-12-30"	16891	"22.75"
2824	1029	"2008-12-30"	16893	"9.8"
2825	1181	"2008-12-30"	16894	"13.8"
2826	206	"2008-12-30"	16895	6
2827	1395	"2008-12-30"	16896	"7.5"
2828	318	"2008-12-30"	16901	"10.95"
2829	1396	"2008-12-30"	16900	"13.5"
2830	203	"2008-12-30"	16903	"21.9"
2831	1397	"2009-01-05"	16899	8
2832	699	"2009-01-07"	16905	23
2833	526	"2009-01-08"	16880	10
2834	403	"2009-01-07"	16676	"10.95"
2835	1398	"2009-01-08"	16897	"10.95"
2836	15	"2009-01-08"	16906	"23.7"
2838	1400	"2009-01-08"	16914	"13.9"
2839	828	"2009-01-08"	16919	"8.9"
2840	1068	"2009-01-09"	16904	"13.75"
2841	965	"2009-01-09"	16910	10
2842	728	"2009-01-09"	16912	"13.85"
2843	462	"2009-01-09"	16917	"15.95"
2844	365	"2009-01-09"	16918	"10.95"
2845	450	"2009-01-09"	16920	5
2846	1401	"2009-01-12"	16907	"9.5"
2847	119	"2009-01-12"	16909	"21.9"
2848	1396	"2009-01-12"	16915	"10.95"
2849	380	"2009-01-12"	16921	8
2850	755	"2009-01-12"	16922	"6.5"
2851	715	"2009-01-12"	16923	"8.6"
2852	631	"2009-01-13"	16902	"19.5"
2853	468	"2009-01-13"	16916	"17.3"
2854	1402	"2009-01-13"	16924	"31.45"
2855	1403	"2009-01-13"	16925	"14.4"
2856	731	"2009-01-13"	16926	7
2857	24	"2009-01-13"	16927	"17.2"
2858	919	"2009-01-13"	16928	"8.8"
2859	538	"2009-01-16"		100
2860	791	"2009-01-14"	16936	"24.45"
2861	1041	"2009-01-15"	16932	"9.8"
2862	1404	"2009-01-15"	16933	8
2863	963	"2009-01-15"	16935	"8.6"
2864	94	"2009-01-15"	16937	"23.8"
2865	590	"2009-01-15"	16940	"16.5"
2866	1405	"2009-01-15"	16946	3
2867	1098	"2009-01-16"	16931	"13.9"
2868	71	"2009-01-16"	16939	"13.7"
2869	1406	"2009-01-16"	16941	"21.8"
2870	464	"2009-01-16"	16942	5
2871	1407	"2009-01-15"		"5.1"
2872	227	"2009-01-19"		"49.95"
2873	1028	"2009-05-25"	17501	"10.95"
2874	287	"2009-01-20"		125
2875	222	"2009-01-20"	16943	"18.95"
2876	222	"2009-01-20"		145
2877	147	"2009-01-20"	16934	"14.95"
2878	1225	"2009-01-20"	16944	"10.95"
2879	462	"2009-01-21"	16938	"32.85"
2880	94	"2009-01-21"	16947	"23.9"
2881	447	"2009-01-22"	16945	"13.9"
2882	445	"2009-01-22"	16951	"13.8"
2883	1408	"2009-01-22"	16954	"4.5"
2884	227	"2009-01-23"	16952	"56.4"
2885	1409	"2009-01-23"	16955	"22.9"
2886	702	"2009-01-23"	16956	"13.8"
2887	319	"2007-03-12"	14530	"34.85"
2888	319	"2007-04-30"	14709	"31.2"
2889	319	"2009-01-23"	16961	"26.9"
2890	1336	"2008-11-07"	16963	5
2891	124	"2009-01-23"	16967	"14.5"
2892	861	"2009-01-23"	16978	7
2893	1410	"2009-01-26"	16949	"11.8"
