"ID_Auftrag"	"Kunde"	"Datum"	"Nr"	"Betrag"	"Neu"	"Notiz"
2290	1244	13.08.08	16360	38.8		
2291	1245	13.08.08	16359	60		
2292	508	13.08.08	16356	10.95		
2293	1246	13.08.08	16354	10.95		
2294	463	13.08.08	16351	19.5		
2295	1247	13.08.08	16312	30		
2296	1098	14.08.08	16365	10.95		
2297	1248	14.08.08	16363	46.55		
2298	1249	14.08.08	16357	10.95		
2299	210	14.08.08	16342	10.95		
2300	1250	14.08.08	16336	23.05		
2301	355	15.08.08	16376	10.95		
2302	680	15.08.08	16373	10.95		
2303	188	15.08.08	16372	24.75		
2304	44	15.08.08	16370	10.95		
2305	394	15.08.08	16366	13.45		
2306	147	15.08.08	16362	6.5		
2307	1251	15.08.08	16361	13.8		
2308	1252	18.08.08	16374	14.8		
2309	1253	18.08.08	16369	6		
2310	251	18.08.08		34.5		"gekauft"
2311	1254	20.08.08	16388	4		
2312	1255	20.08.08	16381	5		
2313	861	21.08.08	16402	4		
2314	622	21.08.08	16389	7.9		
2315	1097	21.08.08	16384	10.9		
2316	567	21.08.08	16383	4.8		
2317	335	21.08.08	16382	10		
2318	955	21.08.08	16379	31.4		
2319	1256	21.08.08	16375	20.3		
2320	86	21.08.08	16371	11.95		
2321	181	13.08.08		61.85		"gekauft"
2322	1245	22.08.08	16367	33.8		
2323	462	22.08.08	16377	10.95		
2324	16					
2325	55	22.08.08	16380	14.4		
2326	964	22.08.08	16386	23.9		
2327	428	22.08.08	16387	13.8		
2328	1228	22.08.08	16391	8.6		
2329	425	22.08.08	16394	10.95		
2330	683	25.08.08	16358	25	"Top"	
2331	1108	25.08.08	16368	10.95		
2332	276	25.08.08	16390	6		
2333	355	26.08.08		20		"gekauft"
2334	908	26.08.08	16324	10.95		
2335	24	26.08.08	16385	6.9		
2336	590	26.08.08	16405	8.6		
2337	1257	26.08.08	16406	21.9		
2338	1258	27.08.08	16393	36.05		
2339	807	27.08.08	16395	18.9		
2340	648	27.08.08	16400	13.75		
2341	640	27.08.08	16401	14.4		
2342	1259	27.08.08	16404	32.85		
2343	537	27.08.08	16407	21.9		
2344	1260	27.08.08	16408	10.95		
2345	174	27.08.08	16409	5		
2346	1186	28.08.08	16403	10.95		
2347	1239	28.08.08	16415	12.9		
2348	1261	28.08.08		97.8		"gekauft"
2349	75	29.08.08	16398	10.95		
2350	1245	29.08.08	16411	29.6		
2351	1262	29.08.08	16416	43.35		
2352	239	29.08.08	16417	10.95		
2353	239	12.11.08	16708	10		
2354	340	29.08.08	16418	37.35		
2355	457	29.08.08	16419	10.95		
2356	2	29.08.08	16423	30.5		
2357	625	29.08.08	16424	34.85		
2358	1263	29.08.08	16426	10.95		
2359	629	29.08.08	16428	10.95		
2360	102	29.08.08	16431	10.95		
2361	1264	18.09.13	22851	21.85		
2362	640	29.08.08	16444	69.35		
2363	667	01.09.08	16392	12.95		
2364	447	01.09.08	16397	10.95		
2365	1248	01.09.08	16410	18.95		
2366	1108	01.09.08	16412	4		
2367	1265	01.09.08	16434	10		
2368	1266	01.09.08	16421	43.8		
2369	807	02.09.08	16430	32		
2370	432	02.09.08	16432	19.2		
2371	520	02.09.08	16436	36.45		
2372	282	02.09.08	16439	10.95		
2373	1267	03.09.08	16422	8.5		
2374	901	03.09.08	16433	32.85		
2375	5	03.09.08	16437	10.95		
2376	736	03.09.08	16440	10.95		
2377	1268	04.09.08	16399	10.95		
2378	737	04.09.08	16420	11.6		
2379	1238	04.09.08	16441	10.95		
2380	1258	05.09.08	16438	35.95		
2381	1269	05.09.08	16443	24.8		
2382	473	05.09.08	16445	13.5		
2383	181	05.09.08	16446	12.8		
2384	1270	05.09.08	16447	14.5		
2385	914	05.09.08	16448	10.95		
2386	481	05.09.08	16449	8.65		
2387	1271	05.09.08	16451	40.6		
2388	1265	05.09.08	16452	12.95		
2389	1244	05.09.08	16455	14.8		
2390	1013	05.09.08	16456	8.6		
2391	1176	05.09.08	16460	10.95		
2392	1272	05.09.08	16461	35.7		
2393	315	05.09.08	16463	11.5		
2394	12	05.09.08	16472	14.4		
2395	1273	05.09.08	16473	10		
2396	682	05.09.08	16453	27.75		
2397	1274	08.09.08	16471	15		
2398	711	09.09.08	16429	12.95		
2399	735	09.09.08	16457	39		
2400	807	09.09.08	16458	32		
2401	134	09.09.08	16464	34		
2402	464	09.09.08	16466	13.95		
2403	146	10.09.08	16467	10.95		
2404	304	10.09.08	16468	21.9		
2405	893	10.09.08	16470	10.95		
2406	1275	10.09.08	16474	10.95		
2407	1058	10.09.08	16476	14.5		
2408	1276	11.09.08		150		"gekauft"
2409	1134	10.09.08	16465	10		
2410	442	10.09.08	16469	7.5		
2411	442	10.09.08	16482	8		
2412	434	11.09.08	16450	12.7		
2413	1277	11.09.08	16459	13.8		
2414	315	11.09.08	16478	10.95		
2415	1278	11.09.08	16479	22		
2416	1279	11.09.08	16481	28.8		
2417	55	11.09.08	16483	24.9		
2418	1258	12.09.08	16480	9.8		
2419	1280	11.09.08	16484	9		
2420	223	12.09.08	16485	17.2		
2421	991	12.09.08	16487	10.95		
2422	1035	12.09.08	16488	13.9		
2423	1281	12.09.08	16491	10.95		
2424	223	12.09.08	16493	7		
2425	1121	12.09.08	16477	18.75		
2426	1282	15.09.08	16492	21.9		
2427	148	16.09.08	16486	8.9		
2428	1283	16.09.08	16489	19.9		
2429	212	16.09.08	16494	28.4		
2430	998	16.09.08	16495	13.95		
2431	1284	16.09.08	16497	13.9		
2432	33	16.09.08	16502	25.8		
2433	382	16.09.08	16508	14.8		
2434	1285	05.09.14	23953	6		
2435	27	17.09.08	16499	10		
2436	2	17.09.08	16500	7		
2437	1286	17.09.08	16501	13.95		
2438	159	17.09.08	16503	10.95		
2439	1287	09.10.15	25124	6.3		
2440	1288	18.09.08	16490	14.8		
2441	315	18.09.08	16498	11.95		
2442	807	18.09.08	16506	13.7		
2443	924	18.09.08	16513	10.5		
2444	684	18.09.08	16525	10.95		
2445	302	19.09.08	16496	10.95		
2446	58	19.09.08	16504	10.95		
2447	484	19.09.08	16507	15.8		
2448	671	19.09.08	16509	5		
2449	813	19.09.08	16510	25.05		
2450	1289	19.09.08	16512	34.8		
2451	8	19.09.08	16515	14.5		
2452	89	19.09.08	16516	23.7		
2453	356	19.09.08	16517	21.9		
2454	1243	19.09.08	16519	14.5		
2455	1290	19.09.08	16521	9.25		
2456	1291	19.09.08	16522	18.8		
2457	1292	19.09.08	16527	10.95		
2458	430	22.09.08	16514	11.95		
2459	141	22.09.08	16523	6		
2460	190	23.09.08	16427	108.8	"Bluse,Rock"	
2461	1258	23.09.08	16505	14.8		
2462	1293	23.09.08	16524	15.5		
2463	9	23.09.08	16533	5		
2464	1196	24.09.08	16528	8		
2465	1005	24.09.08	16529	13		
2466	1005	25.09.08	16542	18.15		
2467	1294	25.09.08	16534	77.4		
2468	1218	25.09.08	16530	9		
2469	6	25.09.08	16535	19.15		
2470	1064	25.09.08	16536	9		
2471	1295	25.09.08	16541	32.85		
2472	1296	25.09.08	16549	10.95		
2473	1297	26.09.08	16531	10.95		
2474	1298	26.09.08	16532	19.95		
2475	55	25.09.08	16538	10.95		
2476	379	26.09.08	16539	10.95		
2477	1299	26.09.08	16540	29.45		
2478	125	26.09.08	16543	22		
2479	275	26.09.08	16544	24.55		
2480	1007	26.09.08	16545	5		
2481	1300	26.09.08	16546	13.8		
2482	453	26.09.08	16547	5		
2483	1226	26.09.08	16558	10.95		
2484	1301	26.09.08	16564	10.95		
2485	508	29.09.08	16511	21.6		
2486	1302	26.09.08	16562	11.5		
2487	414	30.09.08	16462	30	"kissen"	
2488	1303	30.09.08	16518	11		
2489	1304	30.09.08	16520	22		
2490	605	30.09.08	16526	19.9		
2491	659	30.09.08	16550	18.7		
2492	1305	30.09.08	16551	10.95		
2493	1280	30.09.08	16552	5		
2494	1306	30.09.08	16557	10		
2495	559	30.09.08		63.5		"gekauft"
2496	1307	01.10.08	16555	10.95		
2497	1308	01.10.08	16559	10.35		
2498	1309	02.10.08	16554	23.85		
2499	1227	02.10.08	16556	19.8		
2500	1310	02.10.08	16560	27.85		
2501	1294	02.10.08	16561	21.9		
2502	60	02.10.08	16536	11		
2503	17	02.10.08	16565	68.65		
2504	147	02.10.08	16567	5		
2505	1191	02.10.08	16568	26.55		
2506	963	02.10.08	16570	8.6		
2507	1066	02.10.08	16571	10.95		
2508	1311	02.10.08	16573	10.95		
2509	1312	03.11.08		44.95		"gekauft"
2510	1209	01.10.08	16553	15.8		
2511	209	02.10.08	16574	13.8		
2512	1308	02.10.08	16577	10.95		
2513	1313	06.10.08	16396	15.5		
2514	1308	06.10.08	16583	10.95		
2515	313	06.10.08	16588	10.35		
2516	1063	07.10.08	16165	5		
2517	1085	07.10.08	16576	13.75		
2518	1269	07.10.08	16578	19.6		
2519	1314	07.10.08	16579	9.6		
2520	590	07.10.08	16580	6.5		
2521	1315	07.10.08	16582	4		
2522	1316	07.10.08	16587	2		
2523	340	08.10.08	16572	10.95		
2524	241	08.10.08	16575	8.6		
2525	279	08.10.08	16585	63.25		
2526	24	08.10.08	16596	10.95		
2527	1317	14.10.08	16566	16.5		
2528	1308	09.10.08	16586	10.95		
2529	868	09.10.08	16589	10.95		
2530	236	09.10.08	16590	10.95		
2531	522	09.10.08	16594	18.65		
2532	520	09.10.08	16595	36.35		
2533	432	09.10.08	16598	11.95		
2534	723	09.10.08	16599	8.6		
2535	2	09.10.08	16600	8.6		
2536	12	07.11.08	16601	12.95		
2537	702	09.10.08	16603	10.95		
2538	870	09.01.08	16606	10.95		
2539	1057	09.10.08	16611	10.95		
2540	346	14.10.08	16592	10.95		
2541	358	15.10.08	16604	9.95		
2542	809	15.10.08	16605	10.95		
2543	1210	15.10.08	16609	18.85		
2544	1308	15.10.08	16610	11.5		
2545	1318	15.10.08	16612	6		
2546	809	16.10.08	16620	10.95		
2547	537	09.10.08		59.95		"gekauft"
2548	1064	16.10.08	16591	46.7		
2549	1319	16.10.08	16613	6		
2550	1129	16.10.08	16619	10.95		
2551	1063	17.10.08	16602	12.5		
2552	210	17.10.08	16607	9.95		
2553	1050	17.10.08	16614	13.8		
2554	1320	17.10.08	16615	13.95		
2555	32	17.10.08	16616	46		
2556	1321	17.10.08	16617	7		
2557	1322	17.10.08	16618	15		
2558	1323	17.10.08	16621	13.8		
2559	1324	17.10.08	16622	20.45		
2560	1325	17.10.08	16628	10.95		
2561	893	17.10.08	16634	26.7		
2562	823	17.10.08		86.5		"gekauft"
2563	358	20.10.08	16627	17.95		
2564	1326	20.10.08	16629	14.95		
2565	1327	21.10.08	16632	21.9		
2566	93	21.10.08	16624	13.75		
2567	493	21.10.08	16626	65.75		
2568	823	22.10.08	16630	10.95		
2569	647	22.10.08	16633	9.8		
2570	146	22.10.08	16639	12.95		
2571	1328	25.02.13	22199	10.95		
2572	3	23.10.08	16623	20.95		
2573	1203	23.10.08	16631	10.95		
2574	990	23.10.08	16635	13.95		
2575	35	23.10.08	16644	17.85		
2576	280	23.10.08	16646	27.9		
2577	313	23.10.08	16651	10.95		
2578	1308	24.10.08	16640	25.7		
2579	440	14.10.08	16641	16.95		
2580	1213	24.10.08	16642	12.95		
2581	1168	14.10.08	16643	4.5		
2582	1329	24.10.08	16647	13.75		
2583	33	24.10.08	16648	19.9		
2584	522	24.10.08	16649	8.5		
2585	335	24.10.08	16650	7.5		
2586	1018	28.10.08	16658	9		
2587	104	27.10.08	16638	10.95		
2588	930	27.10.08	16653	14.95		
2589	957	28.10.08	16655	22.9		
2590	927	28.10.08	16660	12.95		
2591	403	29.10.08	16593	10.95		
2592	1330	29.10.08	16597	142.2	"2 Hosen"	
2593	1331	29.10.08	16659	5.5		
2594	33	29.10.08	16663	15.5		
2595	965	29.10.08	16665	11.95		
2596	1198	30.10.08	16454	5		
2597	1117	30.10.08	16637	9		
2598	582	30.10.08	16654	38.1		
2599	1199	30.10.08	16664	15.8		
2600	173	30.10.08	16666	17.9		
2601	64	30.10.08	16668	9		
2602	702	30.10.08	16671	10.95		
2603	526	30.10.08	16675	10.95		
2604	703	30.10.08		59.9		"gekauft"
2605	44	03.11.08	16657	17.8		
2606	1283	03.11.08	16669	14.5		
2607	1332	04.11.08	16645	23.3		
2608	376	04.11.08	16667	15.5		
2609	602	04.11.08	16670	9.8		
2610	233	04.11.08	16687	13.8		
2611	1308	05.11.08	16662	38.55		
2612	976	05.11.08	16672	10.95		
2613	1333	05.11.08	16673	28.45		
2614	24	05.11.08	16674	7.5		
2615	1334	05.11.08	16677	21.9		
2616	64	05.11.08	16683	18.65		
2617	826	05.11.08	16684	21.9		
2618	17	06.11.08	16678	41.3		
2619	1335	06.11.08	16693	16.85		
2620	700	06.11.08	16680	39.8		
2621	720	06.11.08	16685	10.95		
2622	118	06.11.08	16695	30		
2623	1336	07.11.08	16681	128		
2624	939	07.11.08	16686	11.5		
2625	1337	07.11.08	16688	10.95		
2626	1309	07.11.08	16689	19.9		
2627	522	07.11.08	16692	13.65		
2628	751	06.11.08	16679	23.8		
2629	226	07.11.08	16700	10.95		
2630	173	10.11.08	16716	3.9		
2631	1198	10.11.08	16682	7		
2632	1338	11.11.08	16696	50.85		
2633	27	11.11.08	16698	19.8		
2634	27	11.11.08		59.7		"gekauft"
2635	516	11.11.08	16699	14.8		
2636	1175	11.11.08	16703	11.5		
2637	1339	12.11.08	16701	15.8		
2638	1308	12.11.08	16702	27.9		
2639	62	12.11.08	16704	10		
2640	876	12.11.08	16705	33.75		
2641	1240	12.11.08	16709	10.95		
2642	1340	12.11.08	16710	10.95		
2643	615	12.11.08	16711	10.95		
2644	1341	13.11.08	16584	14.5		
2645	1333	13.11.08		59.95		
2646	1342	13.11.08	16706	22.8		
2647	1041	13.11.08	16707	8.9		
2648	522	13.11.08	16713	11.95		
2649	1343	13.11.08	16714	63.35		
2650	1201	14.11.08	16636	99.4	"Kleid"	
2651	992	14.11.08	16694	5		
2652	1080	14.11.08	16712	42.5		
2653	952	14.11.08	16715	20		
2654	12	14.11.08	16717	14.9		
2655	1344	14.11.08	16724	21.9		
2656	1345	14.11.08	16730	6		
2657	1346	14.11.08	16732	10.95		
2658	1067	14.11.08	16734	11.5		
2659	1347	17.11.08	16697	19.15		
2660	1198	17.11.08	16718	42.6		
2661	1348	17.11.08	16720	21.2		
2662	500	17.11.08	16721	22.8		
2663	1349	17.11.08	16727	12.5		
2664	131	18.11.08	16722	18		
2665	299	18.11.08	16725	10.95		
2666	923	18.11.08	16726	11.5		
2667	181	18.11.08	16735	12		
2668	463	18.11.08	16736	10.95		
2669	1350	18.11.08	16743	3		
2670	1204	20.11.08	16728	67.7		
2671	1333	20.11.08	16731	14.9		
2672	1351	20.11.08	16738	22.25		
2673	166	20.11.08	16740	24.3		
2674	894	20.11.08	16741	10.9		
2675	1352	21.11.08	16723	9		
2676	1353	21.11.08	16737	21.9		
2677	522	23.11.08	16739	7.5		
2678	1354	21.11.08	16742	14.85		
2679	1032	21.11.08	16744	15.8		
2680	1355	21.11.08	16746	16.5		
2681	1356	21.11.08	16747	33.9		
2682	659	21.11.08	16748	27.95		
2683	1357	21.11.08	16750	19.95		
2684	55	21.11.08	16751	10.95		
2685	283	21.11.08	16753	10.95		
2686	1358	21.11.08	16767	23.85		
2687	394	24.11.08	16745	21.9		
2688	1349	24.11.08	16755	10.95		
2689	1359	24.11.08	16764	13.8		
2690	1360	25.11.08	16733	12.5		
2691	227	25.11.08	16749	56.75		
2692	1361	25.11.08	16754	14.4		
2693	303	25.11.08	16761	41.8		
2694	21	26.11.08	16729	10.6		
2695	92	26.11.08	16752	11.6		
2696	797	26.11.08	16756	10.95		
2697	886	26.11.08	16757	10.95		
2698	131	26.11.08	16758	15.95		
2699	211	26.11.08	16760	11.5		
2700	2	26.11.08	16763	10.95		
2701	1058	27.11.08	16656	158.8	"Mantel"	
2702	675	27.11.08	16762	12.5		
2703	318	27.11.08	16765	10.95		
2704	1362	27.11.08	16769	22.8		
2705	1363	27.11.08	16771	12.95		
2706	105	27.11.08	16773	26.7		
2707	590	28.11.08	16759	10.9		
2708	894	28.11.08	16766	19.95		
2709	1364	28.11.08	16768	32.85		
2710	388	28.11.08	16772	10.95		
2711	473	28.11.08	16774	12.95		
2712	1365	28.11.08	16775	21.9		
2713	1366	28.11.08	16776	12		
2714	468	28.11.08	16779	24.9		
2715	1367	28.11.08	16789	10.95		
2716	583	04.12.08		69.95		"gekauft"
2717	587	01.12.08	16777	36.2		
2718	193	01.12.08	16782	22.05		
2719	1350	01.12.08	16785	10.95		
2720	2	02.12.08	16783	28.6		
2721	844	02.12.08	16787	41.55		
2722	8	02.12.08	16790	20.45		
2723	442	03.12.08	16786	10.95		
2724	436	03.12.08	16792	10.95		
2725	1137	03.12.08	16795	10.95		
2726	462	03.12.08	16797	46.35		
2727	1041	04.12.08	16793	8.6		
2728	861	04.12.08	16819	7.5		
2729	357	05.12.08	16798	12.5		
2730	869	05.12.08	16801	10.95		
2731	274	05.12.08	16803	13.95		
2732	210	05.12.08	16807	8.6		
2733	861	05.12.08	16808	10.95		
2734	372	05.12.08	16811	21.95		
2735	1368	05.12.08	16812	23.2		
2736	1369	08.12.08	16770	23.95		
2737	1258	08.12.08	16796	44.4		
2738	1219	08.12.08	16800	23.8		
2739	3	08.12.08	16806	6		
2740	153	08.12.08	16809	8.6		
2741	619	08.12.08	16813	21.9		
2742	1370	08.12.08	16814	8.6		
2743	1371	08.12.08	16827	5		
2744	321	09.12.08	16778	21.8		
2745	715	09.12.08	16780	27.15		
2746	647	30.12.08		50		"gekauft"
2747	727	09.12.08	16805	21.8		
2748	1218	09.12.08	16810	10.95		
2749	2	09.12.08	16815	28.1		
2750	320	09.12.08	16825	10.95		
2751	141	10.12.08	16816	13.8		
2752	537	10.12.08	16817	21.9		
2753	266	10.12.08	16818	19.95		
2754	394	10.12.08	16821	10.95		
2755	1372	10.12.08	16838	3.5		
2756	93	11.12.08	16799	10.9		
2757	1373	02.09.15	25088	11.95		
2758	738	11.12.08	16824	5		
2759	1020	11.12.08	16831	12.95		
2760	1245	11.12.08	16835	23.9		
2761	1374	11.12.08	16836	10.95		
2762	326	11.12.08	16839	5		
2763	617	12.12.08	16826	21.95		
2764	948	12.12.08	16829	16.75		
2765	549	12.12.08	16830	22.95		
2766	1375	12.12.08	16832	23.8		
2767	313	12.12.08	16833	14.85		
2768	1216	12.12.08	16837	6.5		
2769	1376	12.12.08	16840	8		
2770	425	12.12.08	16844	15.5		
2771	1377	15.12.08	16823	15.7		
2772	321	15.12.08	16841	10.95		
2773	1322	15.12.08	16846	23.7		
2774	1378	15.12.08	16854	24.4		
2775	582	15.12.08	16867	4.95		
2776	1379	16.12.08	16842	16.1		
2777	819	16.12.08	16843	10.95		
2778	1380	16.12.08	16847	10.95		
2779	1381	16.12.08	16848	23.8		
2780	1144	16.12.08	16849	16		
2781	950	16.12.08	16850	21.9		
2782	1382	16.12.08	16852	10.95		
2783	1245	16.12.08	16863	17.45		
2784	882	17.12.08	16822	22.45		
2785	1383	17.12.08	16834	18.05		
2786	1342	17.12.08	16851	29.8		
2787	363	17.12.08	16855	21.9		
2788	52	17.12.08	16856	10.95		
2789	1384	17.12.08	16860	10.95		
2790	1385	18.12.08	16857	11.95		
2791	185	18.12.08	16858	13.8		
2792	1386	18.12.08	16859	9.95		
2793	1101	18.12.08	16861	15		
2794	373	18.12.08	16865	13.95		
2795	1387	18.12.08	16866	10.95		
2796	358	19.12.08	16781	5		
2797	1388	19.12.08	16862	29.4		
2798	807	19.12.08	16864	26.8		
2799	684	19.12.08	16869	11.95		
2800	1196	19.12.08	16873	14.5		
2801	299	19.12.08	16877	10.95		
2802	604	22.12.08	16868	21.9		
2803	859	22.12.08	16870	11.6		
2804	464	22.12.08	16871	10.95		
2805	1389	22.12.08	16872	10.95		
2806	826	23.12.08	16828	10.95		
2807	314	22.12.08	16875	5		
2808	363	23.12.08		30		"gekauft"
2809	373	23.12.08		69.95		"gekauft"
2810	820	23.12.08	16876	14.8		
2811	1390	23.12.08	16878	10.95		
2812	157	23.12.08	16879	5		
2813	702	23.12.08	16882	10.95		
2814	675	23.12.08	16883	21.9		
2815	678	23.12.08	16884	21.9		
2816	1391	23.12.08	16885	8.5		
2817	1392	23.12.08	16886	10.95		
2818	1133	23.12.08	16887	7.5		
2819	1393	23.12.08	16888	22.85		
2820	1022	29.12.08	16890	26.6		
2821	1394	30.12.08	16881	23.9		
2822	442	30.12.08	16889	34.35		
2823	1120	30.12.08	16891	22.75		
2824	1029	30.12.08	16893	9.8		
2825	1181	30.12.08	16894	13.8		
2826	206	30.12.08	16895	6		
2827	1395	30.12.08	16896	7.5		
2828	318	30.12.08	16901	10.95		
2829	1396	30.12.08	16900	13.5		
2830	203	30.12.08	16903	21.9		
2831	1397	05.01.09	16899	8		
2832	699	07.01.09	16905	23		
2833	526	08.01.09	16880	10		
2834	403	07.01.09	16676	10.95		
2835	1398	08.01.09	16897	10.95		
2836	15	08.01.09	16906	23.7		
2838	1400	08.01.09	16914	13.9		
2839	828	08.01.09	16919	8.9		
2840	1068	09.01.09	16904	13.75		
2841	965	09.01.09	16910	10		
2842	728	09.01.09	16912	13.85		
2843	462	09.01.09	16917	15.95		
2844	365	09.01.09	16918	10.95		
2845	450	09.01.09	16920	5		
2846	1401	12.01.09	16907	9.5		
2847	119	12.01.09	16909	21.9		
2848	1396	12.01.09	16915	10.95		
2849	380	12.01.09	16921	8		
2850	755	12.01.09	16922	6.5		
2851	715	12.01.09	16923	8.6		
2852	631	13.01.09	16902	19.5		
2853	468	13.01.09	16916	17.3		
2854	1402	13.01.09	16924	31.45		
2855	1403	13.01.09	16925	14.4		
2856	731	13.01.09	16926	7		
2857	24	13.01.09	16927	17.2		
2858	919	13.01.09	16928	8.8		
2859	538	16.01.09		100		"gekauft"
2860	791	14.01.09	16936	24.45		
2861	1041	15.01.09	16932	9.8		
2862	1404	15.01.09	16933	8		
2863	963	15.01.09	16935	8.6		
2864	94	15.01.09	16937	23.8		
2865	590	15.01.09	16940	16.5		
2866	1405	15.01.09	16946	3		
2867	1098	16.01.09	16931	13.9		
2868	71	16.01.09	16939	13.7		
2869	1406	16.01.09	16941	21.8		
2870	464	16.01.09	16942	5		
2871	1407	15.01.09		5.1		"gekauft"
2872	227	19.01.09		49.95		"gekauft"
2873	1028	25.05.09	17501	10.95		
2874	287	20.01.09		125		"gekauft"
2875	222	20.01.09	16943	18.95		
2876	222	20.01.09		145		"gekauft"
2877	147	20.01.09	16934	14.95		
2878	1225	20.01.09	16944	10.95		
2879	462	21.01.09	16938	32.85		
2880	94	21.01.09	16947	23.9		
2881	447	22.01.09	16945	13.9		
2882	445	22.01.09	16951	13.8		
2883	1408	22.01.09	16954	4.5		
2884	227	23.01.09	16952	56.4		
2885	1409	23.01.09	16955	22.9		
2886	702	23.01.09	16956	13.8		
2887	319	12.03.07	14530	34.85		
2888	319	30.04.07	14709	31.2		
2889	319	23.01.09	16961	26.9		
2890	1336	07.11.08	16963	5		
2891	124	23.01.09	16967	14.5		
2892	861	23.01.09	16978	7		
2893	1410	26.01.09	16949	11.8		
2894	416	26.01.09	16590	10.95		
2895	278	26.01.09	16659	23.8		
2896	1114	26.01.09	16965	10.95		
2897	1411	27.01.09	16898	3		
2898	168	27.01.09	16962	13.9		
2899	321	27.01.09	16970	13.8		
2900	1412	27.01.09	16971	10.95		
2901	174	27.01.09	16972	13.8		
2902	1413	27.01.09	16985	9.95		
2903	1398	28.01.09	16929	10.95		
2904	210	28.01.09	16957	9.8		
2905	691	28.01.09	16976	13.8		
2906	114	28.01.09	16982	8.9		
2907	366	29.01.09	16908	10.95		
2908	1414	29.01.09	16968	23.8		
2909	212	29.01.09	16974	21.35		
2910	508	29.01.09	16983	10.95		
2911	807	29.01.09	16984	13.7		
2912	1415	29.01.09	16986	45.7		
2913	430	30.01.09	16981	10.95		
2914	1416	30.01.09	16987	11.95		
2915	1417	30.01.09	16988	17.5		
2916	667	30.01.09	16990	20.3		
2917	793	30.01.09	16994	10.5		
2918	287	02.02.09	16958	5		
2919	1418	02.02.09	16977	6.5		
2920	707	02.02.09	16979	9.5		
2921	319	02.02.09	16989	27.9		
2922	88	02.02.09	16991	13.95		
2923	1419	02.02.09	16997	21.9		
2924	682	03.02.09	16995	10.95		
2925	550	03.02.09	17002	13.8		
2926	1420	04.02.09	16964	127.65		
2927	69	04.02.09	16993	8.9		
2928	1421	04.02.09	17000	15.8		
2929	1422	04.03.09	17004	15		
2930	948	05.02.09	17001	14.5		
2931	1423	05.02.09	17005	13.9		
2932	319	05.02.09	17007	38.85		
2933	2	05.02.09	17008	5.5		
2934	1057	05.02.09	17009	10.95		
2935	1424	26.02.14	23297	13.35		
2936	417	06.02.09	16966	9.5		
2937	1407	06.02.09	16980	8.5		
2938	1425	06.02.09	16998	11		
2939	1426	06.02.09	17003	10.5		
2940	702	06.02.09	17006	7.5		
2941	346	06.02.09	17013	23.95		
2942	786	06.02.09	17018	8		
2943	930	06.02.09	17019	10.95		
2944	1427	06.02.09	17020	15.8		
2945	1428	06.02.09	17022	16		
2946	1429	06.02.09	17012	8.5		
2947	212	10.02.09	16999	9.8		
2948	1004	17.02.09		89.9		"gekauft"
2949	147	10.02.09	17010	7.5		
2950	1430	10.02.09	17016	13.8		
2951	763	10.02.09	17017	26.8		
2952	1431	10.02.09	17026	13.95		
2953	315	10.02.09	17040	13.9		
2954	1432	11.02.09	17033	13.45		
2955	1433	11.02.09	17026	15.5		
2956	1026	11.02.09	17046	10		
2957	1434	12.02.09	16992	31.6		
2958	380	12.02.09	17015	10.95		
2959	948	12.02.09	17027	10.95		
2960	950	12.02.09	17029	20.9		
2961	1390	12.02.09	17030	10.95		
2962	464	12.02.09	17034	21.9		
2963	51	12.02.09	17036	13.9		
2964	1366	12.02.09	17037	16.2		
2965	266	12.02.09	17039	30.2		
2966	310	12.02.09	17043	22.6		
2967	1063	13.02.09	16892	9.5		
2968	1386	13.02.09	17014	11.3		
2969	178	13.02.09	17038	6		
2970	930	13.02.09	17031	5		
2971	671	13.02.09	17035	13.85		
2972	227	13.02.09	17041	11.9		
2973	315	13.02.09	17045	26.8		
2974	1435	13.02.09	17050	23.9		
2975	1436	16.02.09	17044	13.3		
2976	1437	17.02.09	16969	28.6		
2977	643	17.02.09	17028	23.1		
2978	388	17.02.09	17047	13.95		
2979	1432	17.02.09	17051	8.6		
2980	1438	17.02.09	17052	37.3		
2981	1247	18.02.09	17042	10.95		
2982	652	18.02.09	17048	19.95		
2983	27	18.02.09	17053	21.9		
2984	1366	18.02.09	17056	13.95		
2985	1439	18.02.09	17061	10		
2986	173	19.02.09	17055	21.5		
2987	869	19.02.09	17060	27.6		
2988	62	19.02.09	17063	17.45		
2989	1440	19.02.09	17064	10.95		
2990	1420	20.02.09	17021	122.6		
2991	684	20.02.09	17059	7.9		
2992	132	20.02.09	17062	7.5		
2993	31	20.02.09	17065	25		
2994	1441	20.02.09	17067	25.9		
2995	206	20.02.09	17069	16		
2996	660	20.02.09	17070	10.95		
2997	1290	20.02.09	17073	21.9		
2998	770	20.02.09	17075	4		
2999	1442	20.02.09	17078	11		
3000	125	20.02.09	17082	10.95		
3001	1443	13.04.12	21224	10.95		
3002	1316	23.02.09	17068	21.9		
3003	315	23.02.09	17079	35.85		
3004	1444	26.02.09	17076	24.6		
3005	1445	26.02.09	17077	21.9		
3006	712	26.02.09	17083	10.95		
3007	24	26.02.09	17094	22.7		
3008	447	25.02.09	17024	71.8		
3009	1446	25.02.09	17054	23.9		
3010	315	25.02.09	17072	35		
3011	1067	25.02.09	17074	10.95		
3012	781	24.02.09	17081	10.95		
3013	1447	24.02.09	17084	10.95		
3014	1448	24.02.09	17097	14.8		
